docname,topic,proportion
cv499_11407.txt,009,0.081011
cv499_11407.txt,029,0.062692
cv239_29828.txt,001,0.475072
cv239_29828.txt,015,0.169582
cv239_29828.txt,023,0.137802
cv239_29828.txt,009,0.130727
cv239_29828.txt,022,0.06275
cv239_29828.txt,024,0.024067
cv942_18509.txt,017,0.414458
cv942_18509.txt,003,0.373409
cv942_18509.txt,028,0.123167
cv942_18509.txt,014,0.088966
cv638_29394.txt,013,0.611807
cv638_29394.txt,018,0.178284
cv638_29394.txt,020,0.125085
cv638_29394.txt,002,0.084823
cv079_12766.txt,021,0.80518
cv079_12766.txt,003,0.078794
cv079_12766.txt,002,0.048927
cv079_12766.txt,001,0.036634
cv079_12766.txt,017,0.030465
cv573_29384.txt,021,0.90456
cv573_29384.txt,013,0.079693
cv573_29384.txt,007,0.015747
cv472_29140.txt,017,0.383824
cv472_29140.txt,000,0.148581
cv472_29140.txt,018,0.122079
cv472_29140.txt,015,0.120026
cv472_29140.txt,001,0.102212
cv472_29140.txt,003,0.083318
cv472_29140.txt,013,0.03996
cv862_15924.txt,004,0.327145
cv862_15924.txt,002,0.234427
cv862_15924.txt,013,0.156348
cv862_15924.txt,015,0.133491
cv862_15924.txt,021,0.076398
cv862_15924.txt,022,0.072191
cv093_15606.txt,009,0.819258
cv093_15606.txt,017,0.180742
cv463_10846.txt,024,0.315797
cv463_10846.txt,020,0.299444
cv463_10846.txt,005,0.211191
cv463_10846.txt,013,0.173569
cv912_5562.txt,013,0.567366
cv912_5562.txt,008,0.17924
cv912_5562.txt,035,0.098321
cv912_5562.txt,002,0.074606
cv912_5562.txt,000,0.051113
cv912_5562.txt,027,0.029354
cv639_10797.txt,001,0.202334
cv639_10797.txt,000,0.190725
cv639_10797.txt,007,0.143958
cv639_10797.txt,034,0.122884
cv639_10797.txt,009,0.085077
cv639_10797.txt,023,0.077225
cv639_10797.txt,011,0.070644
cv639_10797.txt,010,0.058565
cv639_10797.txt,005,0.048589
cv158_10914.txt,012,0.588215
cv158_10914.txt,007,0.311897
cv158_10914.txt,020,0.072412
cv158_10914.txt,003,0.027476
cv730_10729.txt,035,1.0
cv354_8573.txt,011,0.507471
cv354_8573.txt,016,0.256438
cv354_8573.txt,028,0.236091
cv077_23172.txt,011,0.326157
cv077_23172.txt,013,0.315587
cv077_23172.txt,018,0.132224
cv077_23172.txt,020,0.054515
cv077_23172.txt,035,0.050584
cv077_23172.txt,022,0.049587
cv077_23172.txt,009,0.042144
cv077_23172.txt,008,0.029201
cv961_5578.txt,017,0.51053
cv961_5578.txt,013,0.182298
cv961_5578.txt,025,0.168051
cv961_5578.txt,011,0.139121
cv432_15873.txt,003,0.470635
cv432_15873.txt,010,0.18761
cv432_15873.txt,014,0.153638
cv432_15873.txt,030,0.07802
cv432_15873.txt,013,0.056073
cv432_15873.txt,029,0.054024
cv328_10908.txt,004,0.409518
cv328_10908.txt,014,0.281308
cv328_10908.txt,006,0.169832
cv328_10908.txt,011,0.139343
cv478_15921.txt,000,0.533767
cv478_15921.txt,006,0.227492
cv478_15921.txt,003,0.213078
cv478_15921.txt,008,0.017361
cv478_15921.txt,004,0.008302
cv335_16299.txt,007,0.618084
cv335_16299.txt,012,0.379592
cv335_16299.txt,003,0.002324
cv175_7375.txt,008,0.789828
cv175_7375.txt,000,0.116713
cv175_7375.txt,017,0.093459
cv626_7907.txt,013,0.461274
cv626_7907.txt,000,0.148405
cv626_7907.txt,024,0.144828
cv626_7907.txt,015,0.114031
cv626_7907.txt,002,0.078903
cv626_7907.txt,008,0.052559
cv789_12991.txt,002,0.423388
cv789_12991.txt,011,0.400841
cv789_12991.txt,003,0.171474
cv789_12991.txt,000,0.004298
cv931_18783.txt,003,0.377606
cv931_18783.txt,009,0.372702
cv931_18783.txt,017,0.153466
cv931_18783.txt,026,0.096226
cv804_11763.txt,003,0.55833
cv804_11763.txt,005,0.332671
cv804_11763.txt,000,0.108999
cv193_5393.txt,002,0.402452
cv193_5393.txt,028,0.183628
cv193_5393.txt,000,0.134559
cv193_5393.txt,008,0.118424
cv193_5393.txt,034,0.10236
cv193_5393.txt,009,0.058577
cv241_24602.txt,000,0.315116
cv241_24602.txt,008,0.294472
cv241_24602.txt,022,0.188475
cv241_24602.txt,018,0.120078
cv241_24602.txt,006,0.08186
cv662_14791.txt,000,1.0
cv577_28220.txt,028,1.0
cv646_16817.txt,000,0.582677
cv646_16817.txt,015,0.20488
cv646_16817.txt,004,0.167471
cv646_16817.txt,033,0.044972
cv375_9932.txt,002,0.852371
cv375_9932.txt,018,0.147629
cv817_3675.txt,008,0.640135
cv817_3675.txt,004,0.27489
cv817_3675.txt,003,0.084975
cv591_24887.txt,023,0.537368
cv591_24887.txt,004,0.210341
cv591_24887.txt,002,0.152404
cv591_24887.txt,000,0.099886
cv490_18986.txt,003,0.405534
cv490_18986.txt,013,0.233291
cv490_18986.txt,025,0.178646
cv490_18986.txt,005,0.094279
cv490_18986.txt,009,0.059893
cv490_18986.txt,034,0.028357
cv101_10537.txt,008,0.483021
cv101_10537.txt,001,0.180813
cv101_10537.txt,017,0.154431
cv101_10537.txt,015,0.096982
cv101_10537.txt,000,0.084753
cv978_22192.txt,017,0.500823
cv978_22192.txt,024,0.16131
cv978_22192.txt,009,0.156081
cv978_22192.txt,016,0.133843
cv978_22192.txt,000,0.047943
cv704_17622.txt,029,0.331737
cv704_17622.txt,000,0.301547
cv704_17622.txt,016,0.161367
cv704_17622.txt,023,0.151795
cv704_17622.txt,018,0.053554
cv688_7884.txt,008,0.653652
cv688_7884.txt,024,0.169303
cv688_7884.txt,025,0.10936
cv688_7884.txt,000,0.067685
cv654_19345.txt,004,0.336425
cv654_19345.txt,003,0.146948
cv654_19345.txt,000,0.136291
cv654_19345.txt,025,0.102113
cv654_19345.txt,008,0.069183
cv654_19345.txt,021,0.05793
cv654_19345.txt,022,0.053388
cv654_19345.txt,007,0.052773
cv654_19345.txt,005,0.044949
cv398_17047.txt,009,0.420296
cv398_17047.txt,018,0.412871
cv398_17047.txt,011,0.166833
cv655_12055.txt,007,0.437308
cv655_12055.txt,008,0.403492
cv655_12055.txt,000,0.154492
cv655_12055.txt,011,0.004708
cv986_15092.txt,001,0.297197
cv986_15092.txt,005,0.288007
cv986_15092.txt,002,0.182963
cv986_15092.txt,012,0.153907
cv986_15092.txt,014,0.077926
cv992_12806.txt,000,0.294673
cv992_12806.txt,008,0.225876
cv992_12806.txt,010,0.197255
cv992_12806.txt,017,0.189997
cv992_12806.txt,002,0.051407
cv992_12806.txt,027,0.040792
cv823_17055.txt,019,0.569921
cv823_17055.txt,010,0.430079
cv081_18241.txt,020,0.925687
cv081_18241.txt,002,0.074314
cv997_5152.txt,006,0.552263
cv997_5152.txt,002,0.325706
cv997_5152.txt,022,0.122031
cv522_5418.txt,014,0.369325
cv522_5418.txt,017,0.324719
cv522_5418.txt,007,0.225502
cv522_5418.txt,000,0.080455
cv739_12179.txt,015,0.839477
cv739_12179.txt,009,0.102007
cv739_12179.txt,008,0.058516
cv923_11951.txt,007,0.666873
cv923_11951.txt,026,0.151122
cv923_11951.txt,008,0.066088
cv923_11951.txt,010,0.062624
cv923_11951.txt,027,0.047162
cv923_11951.txt,000,0.006131
cv989_17297.txt,008,0.438054
cv989_17297.txt,020,0.321723
cv989_17297.txt,013,0.182733
cv989_17297.txt,000,0.05749
cv162_10977.txt,001,0.346488
cv162_10977.txt,000,0.334196
cv162_10977.txt,003,0.227506
cv162_10977.txt,005,0.09181
cv993_29565.txt,022,0.40967
cv993_29565.txt,026,0.341743
cv993_29565.txt,002,0.248587
cv976_10724.txt,000,0.389939
cv976_10724.txt,002,0.37755
cv976_10724.txt,006,0.173915
cv976_10724.txt,011,0.058596
cv325_18330.txt,005,0.451376
cv325_18330.txt,020,0.31831
cv325_18330.txt,000,0.119834
cv325_18330.txt,009,0.056475
cv325_18330.txt,035,0.054005
cv760_8977.txt,016,0.314825
cv760_8977.txt,005,0.197122
cv760_8977.txt,026,0.13112
cv760_8977.txt,014,0.10985
cv760_8977.txt,000,0.093183
cv760_8977.txt,003,0.084475
cv760_8977.txt,034,0.043975
cv760_8977.txt,025,0.02545
cv038_9781.txt,008,0.41707
cv038_9781.txt,007,0.274249
cv038_9781.txt,009,0.142135
cv038_9781.txt,006,0.131866
cv038_9781.txt,012,0.034679
cv681_9744.txt,008,0.555478
cv681_9744.txt,007,0.320171
cv681_9744.txt,027,0.075967
cv681_9744.txt,000,0.048384
cv094_27868.txt,001,0.370437
cv094_27868.txt,000,0.346983
cv094_27868.txt,035,0.108139
cv094_27868.txt,025,0.064343
cv094_27868.txt,018,0.057091
cv094_27868.txt,006,0.053006
cv296_13146.txt,003,0.458414
cv296_13146.txt,007,0.248372
cv296_13146.txt,020,0.181863
cv296_13146.txt,030,0.111351
cv367_24065.txt,007,0.59193
cv367_24065.txt,031,0.245809
cv367_24065.txt,003,0.097664
cv367_24065.txt,014,0.060751
cv367_24065.txt,012,0.001946
cv367_24065.txt,004,0.0019
cv112_12178.txt,005,0.883824
cv112_12178.txt,003,0.058748
cv112_12178.txt,030,0.057428
cv980_11851.txt,003,0.428425
cv980_11851.txt,007,0.385875
cv980_11851.txt,010,0.1857
cv790_16202.txt,001,0.375318
cv790_16202.txt,017,0.193059
cv790_16202.txt,011,0.17804
cv790_16202.txt,020,0.140454
cv790_16202.txt,010,0.113128
cv401_13758.txt,022,0.335866
cv401_13758.txt,003,0.209132
cv401_13758.txt,020,0.204772
cv401_13758.txt,000,0.135929
cv401_13758.txt,010,0.076287
cv401_13758.txt,004,0.038015
cv915_9342.txt,005,0.835944
cv915_9342.txt,008,0.093255
cv915_9342.txt,026,0.070801
cv582_6678.txt,007,0.40409
cv582_6678.txt,020,0.212612
cv582_6678.txt,002,0.197576
cv582_6678.txt,001,0.143641
cv582_6678.txt,026,0.042081
cv278_14533.txt,003,0.77108
cv278_14533.txt,007,0.118855
cv278_14533.txt,014,0.074314
cv278_14533.txt,026,0.035752
cv396_19127.txt,030,0.721316
cv396_19127.txt,002,0.166059
cv396_19127.txt,024,0.112625
cv649_13947.txt,003,0.579074
cv649_13947.txt,023,0.173103
cv649_13947.txt,001,0.161386
cv649_13947.txt,011,0.046279
cv649_13947.txt,013,0.040158
cv012_29411.txt,017,0.767579
cv012_29411.txt,026,0.139443
cv012_29411.txt,015,0.092978
cv998_15691.txt,032,0.918498
cv998_15691.txt,003,0.081502
cv065_16909.txt,008,0.321239
cv065_16909.txt,014,0.216981
cv065_16909.txt,024,0.116396
cv065_16909.txt,012,0.099594
cv065_16909.txt,000,0.090905
cv065_16909.txt,006,0.07047
cv065_16909.txt,018,0.05679
cv065_16909.txt,022,0.027626
cv030_22893.txt,017,0.663402
cv030_22893.txt,009,0.222543
cv030_22893.txt,018,0.080914
cv030_22893.txt,014,0.03314
cv067_21192.txt,014,0.412766
cv067_21192.txt,017,0.236815
cv067_21192.txt,003,0.175844
cv067_21192.txt,027,0.095835
cv067_21192.txt,006,0.078739
cv085_15286.txt,020,0.706653
cv085_15286.txt,011,0.263402
cv085_15286.txt,004,0.029945
cv495_16121.txt,034,0.832412
cv495_16121.txt,027,0.088147
cv495_16121.txt,036,0.060184
cv495_16121.txt,010,0.019257
cv424_9268.txt,023,0.527561
cv424_9268.txt,005,0.187205
cv424_9268.txt,004,0.121635
cv424_9268.txt,008,0.096849
cv424_9268.txt,017,0.044423
cv424_9268.txt,034,0.022326
cv926_18471.txt,019,0.539494
cv926_18471.txt,010,0.188295
cv926_18471.txt,009,0.100314
cv926_18471.txt,003,0.078579
cv926_18471.txt,017,0.042587
cv926_18471.txt,000,0.026609
cv926_18471.txt,029,0.024122
cv994_13229.txt,006,0.453397
cv994_13229.txt,003,0.297877
cv994_13229.txt,020,0.248726
cv811_22646.txt,010,0.903458
cv811_22646.txt,005,0.063822
cv811_22646.txt,033,0.032721
cv130_18521.txt,007,0.510209
cv130_18521.txt,014,0.191019
cv130_18521.txt,004,0.166454
cv130_18521.txt,023,0.132318
cv113_24354.txt,018,0.519386
cv113_24354.txt,011,0.246681
cv113_24354.txt,008,0.154091
cv113_24354.txt,002,0.054054
cv113_24354.txt,023,0.025788
cv756_23676.txt,017,0.454967
cv756_23676.txt,003,0.351626
cv756_23676.txt,008,0.134163
cv756_23676.txt,019,0.059244
cv598_18184.txt,023,0.427113
cv598_18184.txt,014,0.218056
cv598_18184.txt,022,0.171486
cv598_18184.txt,005,0.11577
cv598_18184.txt,011,0.067575
cv306_10859.txt,007,0.46948
cv306_10859.txt,012,0.346282
cv306_10859.txt,010,0.051154
cv306_10859.txt,005,0.049651
cv306_10859.txt,021,0.047018
cv306_10859.txt,018,0.036415
cv392_12238.txt,003,0.445883
cv392_12238.txt,001,0.236714
cv392_12238.txt,023,0.215875
cv392_12238.txt,013,0.101528
cv709_11173.txt,003,0.418948
cv709_11173.txt,002,0.196811
cv709_11173.txt,000,0.144311
cv709_11173.txt,028,0.088252
cv709_11173.txt,037,0.076928
cv709_11173.txt,007,0.074751
cv541_28683.txt,010,0.52796
cv541_28683.txt,020,0.246214
cv541_28683.txt,002,0.225826
cv327_21743.txt,000,0.241144
cv327_21743.txt,013,0.212485
cv327_21743.txt,011,0.172014
cv327_21743.txt,022,0.138527
cv327_21743.txt,029,0.114409
cv327_21743.txt,005,0.077196
cv327_21743.txt,010,0.044225
cv782_21078.txt,017,0.977516
cv782_21078.txt,016,0.022484
cv252_24974.txt,007,0.655653
cv252_24974.txt,004,0.1549
cv252_24974.txt,027,0.121598
cv252_24974.txt,013,0.048847
cv252_24974.txt,012,0.019002
cv302_26481.txt,010,0.957396
cv302_26481.txt,005,0.042604
cv913_29127.txt,004,0.410929
cv913_29127.txt,016,0.271736
cv913_29127.txt,005,0.213964
cv913_29127.txt,030,0.103371
cv502_10970.txt,002,0.630446
cv502_10970.txt,022,0.128165
cv502_10970.txt,007,0.127651
cv502_10970.txt,017,0.068409
cv502_10970.txt,034,0.03849
cv502_10970.txt,010,0.006839
cv663_14484.txt,020,0.775949
cv663_14484.txt,000,0.128168
cv663_14484.txt,013,0.06424
cv663_14484.txt,001,0.031643
cv754_7709.txt,002,0.701712
cv754_7709.txt,009,0.133845
cv754_7709.txt,035,0.095335
cv754_7709.txt,012,0.034811
cv754_7709.txt,014,0.034298
cv659_21483.txt,011,0.362736
cv659_21483.txt,000,0.226074
cv659_21483.txt,013,0.222027
cv659_21483.txt,018,0.189162
cv271_15364.txt,020,0.860781
cv271_15364.txt,013,0.07086
cv271_15364.txt,002,0.068359
cv729_10475.txt,009,0.45918
cv729_10475.txt,002,0.421185
cv729_10475.txt,015,0.119635
cv018_21672.txt,022,0.365441
cv018_21672.txt,002,0.341319
cv018_21672.txt,028,0.238109
cv018_21672.txt,018,0.055131
cv683_13047.txt,001,0.237178
cv683_13047.txt,000,0.227897
cv683_13047.txt,013,0.213159
cv683_13047.txt,005,0.136783
cv683_13047.txt,004,0.109552
cv683_13047.txt,023,0.075431
cv208_9475.txt,000,0.217365
cv208_9475.txt,003,0.187678
cv208_9475.txt,001,0.165444
cv208_9475.txt,002,0.135746
cv208_9475.txt,004,0.112583
cv208_9475.txt,012,0.103308
cv208_9475.txt,005,0.077876
cv872_13710.txt,009,0.3402
cv872_13710.txt,000,0.229725
cv872_13710.txt,004,0.116257
cv872_13710.txt,005,0.113815
cv872_13710.txt,020,0.079265
cv872_13710.txt,002,0.066085
cv872_13710.txt,026,0.054654
cv637_13682.txt,004,0.482128
cv637_13682.txt,013,0.2135
cv637_13682.txt,008,0.176109
cv637_13682.txt,019,0.082609
cv637_13682.txt,007,0.045654
cv409_29625.txt,015,0.636682
cv409_29625.txt,011,0.363318
cv908_17779.txt,000,0.390374
cv908_17779.txt,002,0.178475
cv908_17779.txt,020,0.12806
cv908_17779.txt,026,0.127323
cv908_17779.txt,022,0.060528
cv908_17779.txt,001,0.059338
cv908_17779.txt,028,0.055902
cv160_10848.txt,023,0.706836
cv160_10848.txt,022,0.168608
cv160_10848.txt,026,0.1065
cv160_10848.txt,003,0.018057
cv757_10668.txt,005,0.485289
cv757_10668.txt,008,0.357506
cv757_10668.txt,012,0.097226
cv757_10668.txt,017,0.059979
cv675_22871.txt,005,0.467034
cv675_22871.txt,004,0.197742
cv675_22871.txt,024,0.177348
cv675_22871.txt,001,0.157876
cv881_14767.txt,004,0.692654
cv881_14767.txt,011,0.307346
cv850_18185.txt,005,0.626602
cv850_18185.txt,003,0.181102
cv850_18185.txt,017,0.114206
cv850_18185.txt,009,0.07809
cv951_11816.txt,005,0.484023
cv951_11816.txt,019,0.255373
cv951_11816.txt,003,0.154173
cv951_11816.txt,020,0.106431
cv764_12701.txt,015,1.0
cv515_18484.txt,014,0.759532
cv515_18484.txt,026,0.158842
cv515_18484.txt,003,0.081626
cv543_5107.txt,037,0.842301
cv543_5107.txt,002,0.148576
cv543_5107.txt,006,0.009123
cv636_16954.txt,009,0.418709
cv636_16954.txt,011,0.184467
cv636_16954.txt,030,0.170155
cv636_16954.txt,035,0.125148
cv636_16954.txt,003,0.101521
cv422_9632.txt,019,0.469822
cv422_9632.txt,014,0.317876
cv422_9632.txt,010,0.212302
cv690_5425.txt,004,0.455727
cv690_5425.txt,000,0.288233
cv690_5425.txt,008,0.138439
cv690_5425.txt,022,0.072613
cv690_5425.txt,013,0.044988
cv879_16585.txt,020,0.822558
cv879_16585.txt,022,0.177442
cv783_14724.txt,009,0.609917
cv783_14724.txt,029,0.390083
cv631_4782.txt,010,0.512677
cv631_4782.txt,017,0.297932
cv631_4782.txt,003,0.097728
cv631_4782.txt,009,0.091662
cv553_26965.txt,020,0.862405
cv553_26965.txt,007,0.05647
cv553_26965.txt,015,0.056317
cv553_26965.txt,008,0.024808
cv008_29326.txt,004,0.46995
cv008_29326.txt,001,0.21726
cv008_29326.txt,000,0.093846
cv008_29326.txt,013,0.091083
cv008_29326.txt,005,0.084178
cv008_29326.txt,014,0.043684
cv234_22123.txt,022,0.24571
cv234_22123.txt,004,0.236215
cv234_22123.txt,010,0.1579
cv234_22123.txt,003,0.122036
cv234_22123.txt,015,0.120772
cv234_22123.txt,024,0.117367
cv544_5301.txt,023,0.44567
cv544_5301.txt,000,0.152553
cv544_5301.txt,018,0.130484
cv544_5301.txt,016,0.125974
cv544_5301.txt,006,0.074887
cv544_5301.txt,012,0.070432
cv671_5164.txt,019,0.584181
cv671_5164.txt,018,0.415819
cv153_11607.txt,000,0.463755
cv153_11607.txt,010,0.459527
cv153_11607.txt,034,0.076717
cv721_28993.txt,027,0.716342
cv721_28993.txt,007,0.132417
cv721_28993.txt,022,0.09576
cv721_28993.txt,010,0.044218
cv721_28993.txt,002,0.011261
cv164_23451.txt,006,0.258273
cv164_23451.txt,005,0.232075
cv164_23451.txt,013,0.144064
cv164_23451.txt,004,0.139156
cv164_23451.txt,020,0.134085
cv164_23451.txt,000,0.092347
cv521_1730.txt,003,0.833074
cv521_1730.txt,008,0.166926
cv936_17473.txt,008,0.517938
cv936_17473.txt,003,0.212818
cv936_17473.txt,026,0.147218
cv936_17473.txt,024,0.122026
cv653_2107.txt,005,0.384804
cv653_2107.txt,008,0.24452
cv653_2107.txt,000,0.18028
cv653_2107.txt,024,0.136374
cv653_2107.txt,003,0.054022
cv460_11723.txt,003,0.447127
cv460_11723.txt,026,0.437971
cv460_11723.txt,000,0.114901
cv579_12542.txt,021,0.963271
cv579_12542.txt,008,0.036729
cv506_17521.txt,001,1.0
cv635_0984.txt,007,0.48379
cv635_0984.txt,008,0.299267
cv635_0984.txt,004,0.136543
cv635_0984.txt,019,0.0804
cv713_29002.txt,002,0.252473
cv713_29002.txt,000,0.19429
cv713_29002.txt,010,0.164139
cv713_29002.txt,001,0.147388
cv713_29002.txt,005,0.114473
cv713_29002.txt,013,0.090743
cv713_29002.txt,033,0.036494
cv840_18033.txt,000,0.617573
cv840_18033.txt,020,0.382427
cv449_9126.txt,000,0.451438
cv449_9126.txt,002,0.336194
cv449_9126.txt,005,0.11618
cv449_9126.txt,025,0.096187
cv572_20053.txt,029,0.331982
cv572_20053.txt,000,0.310709
cv572_20053.txt,026,0.111439
cv572_20053.txt,016,0.098175
cv572_20053.txt,023,0.069753
cv572_20053.txt,030,0.049062
cv572_20053.txt,035,0.02888
cv366_10709.txt,005,0.39695
cv366_10709.txt,020,0.374787
cv366_10709.txt,014,0.131347
cv366_10709.txt,018,0.096915
cv959_16218.txt,012,0.605861
cv959_16218.txt,007,0.394139
cv118_28837.txt,005,0.507744
cv118_28837.txt,001,0.139144
cv118_28837.txt,025,0.133014
cv118_28837.txt,023,0.130809
cv118_28837.txt,021,0.089288
cv548_18944.txt,013,0.316547
cv548_18944.txt,005,0.248686
cv548_18944.txt,003,0.156794
cv548_18944.txt,025,0.145053
cv548_18944.txt,000,0.059993
cv548_18944.txt,034,0.042922
cv548_18944.txt,023,0.030005
cv166_11959.txt,007,0.351729
cv166_11959.txt,019,0.182422
cv166_11959.txt,014,0.172797
cv166_11959.txt,013,0.104859
cv166_11959.txt,031,0.065299
cv166_11959.txt,010,0.064368
cv166_11959.txt,022,0.058526
cv416_12048.txt,007,0.879259
cv416_12048.txt,033,0.047432
cv416_12048.txt,002,0.04002
cv416_12048.txt,026,0.03329
cv141_17179.txt,007,0.511635
cv141_17179.txt,012,0.329056
cv141_17179.txt,005,0.100899
cv141_17179.txt,004,0.056026
cv141_17179.txt,006,0.002385
cv089_12222.txt,004,0.364108
cv089_12222.txt,011,0.319414
cv089_12222.txt,015,0.09579
cv089_12222.txt,023,0.079835
cv089_12222.txt,006,0.072779
cv089_12222.txt,007,0.068074
cv244_22935.txt,005,0.382103
cv244_22935.txt,004,0.259571
cv244_22935.txt,013,0.14254
cv244_22935.txt,001,0.114262
cv244_22935.txt,018,0.0503
cv244_22935.txt,024,0.029907
cv244_22935.txt,000,0.021317
cv211_9955.txt,003,0.600966
cv211_9955.txt,002,0.3225
cv211_9955.txt,037,0.076534
cv751_17208.txt,019,0.70401
cv751_17208.txt,022,0.107928
cv751_17208.txt,017,0.091758
cv751_17208.txt,027,0.085428
cv751_17208.txt,007,0.010875
cv538_28485.txt,007,0.517837
cv538_28485.txt,002,0.20594
cv538_28485.txt,023,0.163677
cv538_28485.txt,005,0.059857
cv538_28485.txt,011,0.052688
cv530_17949.txt,003,0.507624
cv530_17949.txt,002,0.247179
cv530_17949.txt,019,0.211743
cv530_17949.txt,020,0.033454
cv087_2145.txt,010,0.513279
cv087_2145.txt,003,0.308227
cv087_2145.txt,024,0.107469
cv087_2145.txt,035,0.071024
cv507_9509.txt,012,0.301262
cv507_9509.txt,010,0.247712
cv507_9509.txt,007,0.182754
cv507_9509.txt,018,0.154333
cv507_9509.txt,017,0.091037
cv507_9509.txt,000,0.022902
cv359_6751.txt,003,0.800591
cv359_6751.txt,002,0.13925
cv359_6751.txt,023,0.050051
cv359_6751.txt,001,0.010107
cv076_26009.txt,001,0.456839
cv076_26009.txt,005,0.239992
cv076_26009.txt,034,0.200517
cv076_26009.txt,016,0.102651
cv996_12447.txt,006,0.357625
cv996_12447.txt,004,0.251834
cv996_12447.txt,000,0.140361
cv996_12447.txt,001,0.096114
cv996_12447.txt,027,0.078429
cv996_12447.txt,010,0.075637
cv904_25663.txt,009,0.523007
cv904_25663.txt,007,0.315631
cv904_25663.txt,028,0.161362
cv351_17029.txt,000,0.323667
cv351_17029.txt,020,0.186233
cv351_17029.txt,008,0.178033
cv351_17029.txt,010,0.170416
cv351_17029.txt,012,0.141651
cv015_29356.txt,031,0.75743
cv015_29356.txt,007,0.179218
cv015_29356.txt,001,0.063352
cv240_15948.txt,020,0.604248
cv240_15948.txt,007,0.307851
cv240_15948.txt,010,0.087901
cv370_5338.txt,002,1.0
cv532_6495.txt,013,0.752282
cv532_6495.txt,002,0.247718
cv498_9288.txt,006,1.0
cv948_25870.txt,002,0.616759
cv948_25870.txt,008,0.293957
cv948_25870.txt,009,0.089284
cv718_12227.txt,006,0.330513
cv718_12227.txt,003,0.201402
cv718_12227.txt,024,0.161832
cv718_12227.txt,016,0.131893
cv718_12227.txt,026,0.09004
cv718_12227.txt,023,0.067949
cv718_12227.txt,021,0.013595
cv718_12227.txt,007,0.002775
cv871_25971.txt,010,0.213418
cv871_25971.txt,020,0.199749
cv871_25971.txt,000,0.176581
cv871_25971.txt,007,0.161632
cv871_25971.txt,006,0.138327
cv871_25971.txt,001,0.075003
cv871_25971.txt,029,0.03529
cv949_21565.txt,006,0.304866
cv949_21565.txt,017,0.214242
cv949_21565.txt,010,0.185698
cv949_21565.txt,020,0.065386
cv949_21565.txt,025,0.061602
cv949_21565.txt,021,0.057106
cv949_21565.txt,008,0.056403
cv949_21565.txt,007,0.054696
cv054_4101.txt,001,0.473647
cv054_4101.txt,002,0.13327
cv054_4101.txt,000,0.127491
cv054_4101.txt,003,0.07683
cv054_4101.txt,013,0.070265
cv054_4101.txt,022,0.064399
cv054_4101.txt,034,0.054098
cv349_15032.txt,000,0.26061
cv349_15032.txt,007,0.233205
cv349_15032.txt,017,0.2141
cv349_15032.txt,004,0.085647
cv349_15032.txt,027,0.079973
cv349_15032.txt,019,0.051213
cv349_15032.txt,001,0.046599
cv349_15032.txt,033,0.028654
cv277_20467.txt,008,0.860023
cv277_20467.txt,003,0.139977
cv967_5626.txt,012,0.779262
cv967_5626.txt,017,0.10118
cv967_5626.txt,013,0.076617
cv967_5626.txt,007,0.042942
cv953_7078.txt,003,0.472717
cv953_7078.txt,008,0.421877
cv953_7078.txt,021,0.105405
cv017_23487.txt,007,0.506443
cv017_23487.txt,014,0.230951
cv017_23487.txt,012,0.118812
cv017_23487.txt,022,0.075762
cv017_23487.txt,009,0.068032
cv891_6035.txt,001,0.41335
cv891_6035.txt,015,0.142266
cv891_6035.txt,018,0.115576
cv891_6035.txt,005,0.107537
cv891_6035.txt,025,0.106022
cv891_6035.txt,019,0.082319
cv891_6035.txt,032,0.025418
cv891_6035.txt,004,0.007512
cv743_17023.txt,004,0.421926
cv743_17023.txt,024,0.27186
cv743_17023.txt,026,0.153735
cv743_17023.txt,002,0.152478
cv363_29273.txt,025,0.866225
cv363_29273.txt,001,0.102429
cv363_29273.txt,015,0.031346
cv204_8930.txt,006,0.312092
cv204_8930.txt,002,0.221893
cv204_8930.txt,024,0.169999
cv204_8930.txt,013,0.105227
cv204_8930.txt,010,0.087681
cv204_8930.txt,003,0.066146
cv204_8930.txt,027,0.036962
cv749_18960.txt,009,0.265479
cv749_18960.txt,003,0.210596
cv749_18960.txt,025,0.166322
cv749_18960.txt,000,0.134253
cv749_18960.txt,023,0.088357
cv749_18960.txt,013,0.087975
cv749_18960.txt,020,0.047018
cv956_12547.txt,021,0.718346
cv956_12547.txt,007,0.086818
cv956_12547.txt,009,0.06695
cv956_12547.txt,002,0.060611
cv956_12547.txt,010,0.047828
cv956_12547.txt,026,0.019447
cv687_22207.txt,010,0.841685
cv687_22207.txt,020,0.102512
cv687_22207.txt,033,0.055803
cv723_9002.txt,000,0.618197
cv723_9002.txt,003,0.196147
cv723_9002.txt,019,0.086776
cv723_9002.txt,025,0.07993
cv723_9002.txt,037,0.01895
cv567_29420.txt,009,0.432515
cv567_29420.txt,000,0.318331
cv567_29420.txt,013,0.078672
cv567_29420.txt,022,0.068928
cv567_29420.txt,020,0.065619
cv567_29420.txt,032,0.035935
cv357_14710.txt,011,0.903541
cv357_14710.txt,025,0.096459
cv775_17966.txt,006,0.357724
cv775_17966.txt,013,0.165346
cv775_17966.txt,011,0.135631
cv775_17966.txt,018,0.132749
cv775_17966.txt,014,0.121709
cv775_17966.txt,003,0.08684
cv191_29539.txt,013,0.236747
cv191_29539.txt,008,0.219029
cv191_29539.txt,001,0.17109
cv191_29539.txt,014,0.168649
